Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation
Image1057,0,11.55,733.71,27.09,0.16,2.94,9.48,100.17,0.36,0.13,0.57,4.10,0.97
Image1058,0,15.50,891.82,29.86,0.13,2.46,6.64,76.73,0.32,0.10,0.55,3.90,0.98
Image1059,1,8.98,631.32,25.13,0.02,3.47,13.24,148.75,0.13,0.02,0.46,4.26,0.94
Image1060,0,12.07,493.41,22.21,0.06,2.30,5.56,68.59,0.22,0.05,0.56,3.08,0.95
Image1061,0,8.85,384.69,19.61,0.07,2.66,7.31,75.00,0.23,0.05,0.56,3.29,0.95
Image1062,0,4.83,214.90,14.66,0.08,3.57,13.39,83.14,0.25,0.06,0.50,3.97,0.93
Image1063,1,4.56,438.53,20.94,0.05,5.08,27.16,194.55,0.20,0.04,0.49,4.49,0.95
Image1064,1,3.79,381.22,19.52,0.04,5.62,33.01,166.60,0.18,0.03,0.45,4.40,0.96
Image1065,0,11.04,457.10,21.38,0.06,2.39,5.94,65.81,0.22,0.05,0.56,3.08,0.95
Image1066,0,7.76,341.90,18.49,0.07,2.84,8.39,80.22,0.24,0.06,0.54,3.52,0.94
Image1067,0,3.25,154.94,12.45,0.08,4.54,21.66,78.42,0.25,0.06,0.50,4.32,0.94
Image1068,0,7.56,454.35,21.32,0.19,3.27,11.19,82.70,0.40,0.16,0.62,3.28,0.97
Image1069,0,12.65,667.51,25.84,0.10,2.48,6.49,81.99,0.29,0.08,0.54,3.64,0.97
Image1070,1,6.05,664.08,25.77,0.00,4.90,25.65,89.34,0.03,0.00,0.30,5.73,0.96
Image1071,0,3.80,254.24,15.94,0.06,5.15,29.44,109.36,0.22,0.05,0.47,4.88,0.96
Image1072,0,6.28,467.30,21.62,0.27,3.93,16.16,76.69,0.48,0.23,0.67,2.98,0.98
Image1073,0,9.32,619.36,24.89,0.22,3.15,10.42,68.19,0.43,0.18,0.63,3.06,0.98
Image1074,0,13.47,796.10,28.22,0.13,2.53,6.74,72.06,0.32,0.10,0.58,3.37,0.98
Image1075,0,17.59,914.92,30.25,0.16,2.13,5.08,81.99,0.35,0.13,0.59,3.51,0.97
Image1076,0,6.90,499.30,22.35,0.26,3.70,14.31,80.01,0.47,0.22,0.68,2.84,0.98
Image1077,0,10.34,673.70,25.96,0.21,2.96,9.22,72.10,0.42,0.17,0.63,3.19,0.98
Image1078,0,14.72,848.57,29.13,0.19,2.35,5.93,69.15,0.39,0.15,0.63,3.05,0.98
Image1079,0,19.04,970.69,31.16,0.13,2.07,4.88,87.61,0.33,0.11,0.57,3.72,0.97
Image1080,1,7.67,416.33,20.40,0.09,3.48,14.14,98.89,0.26,0.07,0.55,3.35,0.95
Image1081,0,2.92,90.82,9.53,0.22,3.67,13.94,17.50,0.43,0.18,0.74,1.35,0.97
Image1082,0,3.54,107.40,10.36,0.22,3.32,11.38,17.83,0.43,0.18,0.73,1.41,0.97
Image1083,0,5.66,161.91,12.72,0.09,2.62,7.02,31.23,0.27,0.07,0.71,1.72,0.95
Image1084,0,3.20,103.67,10.18,0.10,3.50,12.41,42.05,0.27,0.07,0.67,2.15,0.93
Image1085,0,7.00,187.43,13.69,0.08,2.35,5.72,25.55,0.25,0.06,0.70,1.59,0.95
Image1086,0,4.96,146.13,12.09,0.10,2.80,7.99,33.12,0.27,0.07,0.69,1.83,0.94
Image1087,0,2.45,82.53,9.08,0.12,4.00,16.21,45.66,0.30,0.09,0.68,2.27,0.93
Image1088,0,14.39,865.87,29.43,0.14,2.48,6.57,70.89,0.34,0.11,0.60,3.10,0.98
Image1089,0,18.09,1059.08,32.54,0.11,2.18,5.08,82.39,0.30,0.09,0.59,3.19,0.98
Image1090,0,15.98,943.14,30.71,0.13,2.34,5.84,69.56,0.32,0.10,0.58,3.07,0.98
Image1091,0,18.60,1070.64,32.72,0.15,2.11,4.84,84.40,0.35,0.12,0.62,3.11,0.98
Image1092,1,5.12,474.15,21.77,0.01,4.55,21.02,13.47,0.06,0.00,0.43,2.27,0.95
Image1093,0,7.38,617.23,24.84,0.17,3.75,14.45,124.28,0.37,0.14,0.61,3.55,0.97
Image1094,0,12.64,896.34,29.94,0.13,2.76,7.91,152.45,0.32,0.11,0.58,4.05,0.96
Image1095,0,16.96,1127.55,33.58,0.10,2.37,5.87,121.90,0.27,0.08,0.56,3.84,0.97
Image1096,1,15.65,1502.65,38.76,0.01,3.06,9.89,158.19,0.08,0.01,0.40,5.43,0.96
Image1097,1,12.71,1180.12,34.35,0.03,3.23,11.18,167.93,0.14,0.02,0.47,4.42,0.96
Image1098,0,8.02,652.39,25.54,0.23,3.54,12.90,129.02,0.44,0.20,0.66,3.36,0.97
Image1099,1,15.72,1306.09,36.14,0.01,2.84,8.56,139.01,0.09,0.01,0.39,5.00,0.95
Image1100,1,16.57,1532.77,39.15,0.01,2.97,9.36,134.13,0.08,0.01,0.39,5.23,0.97
Image1101,1,7.42,926.11,30.43,0.02,4.47,20.58,151.62,0.11,0.01,0.38,4.67,0.97
Image1102,1,1.29,170.77,13.07,0.01,10.50,113.26,206.48,0.08,0.01,0.34,6.23,0.94
Image1103,1,8.18,565.30,23.78,0.05,3.85,16.62,102.37,0.19,0.04,0.50,3.73,0.97
Image1104,1,9.12,693.60,26.34,0.02,3.82,16.29,93.96,0.12,0.02,0.42,4.55,0.97
Image1105,0,7.81,299.38,17.30,0.09,2.66,7.39,55.31,0.27,0.07,0.58,2.93,0.95
Image1106,0,4.92,206.24,14.36,0.10,3.32,11.34,68.18,0.28,0.08,0.59,3.31,0.94
Image1107,1,3.19,314.16,17.72,0.18,6.35,43.89,165.70,0.38,0.15,0.57,4.33,0.97
Image1108,0,7.02,273.56,16.54,0.10,2.80,8.13,58.28,0.28,0.08,0.59,3.03,0.95
Image1109,0,4.04,173.41,13.17,0.11,3.68,13.96,71.57,0.30,0.09,0.59,3.36,0.94
Image1110,0,16.61,911.18,30.19,0.06,2.34,5.93,102.55,0.21,0.04,0.49,4.22,0.96
Image1111,0,8.46,454.25,21.31,0.09,3.01,9.52,135.80,0.26,0.07,0.52,4.68,0.93
Image1112,1,10.48,856.71,29.27,0.00,3.45,12.76,188.62,0.04,0.00,0.34,6.72,0.92
Image1113,0,15.64,853.26,29.21,0.06,2.38,6.14,101.61,0.22,0.05,0.51,4.13,0.96
Image1114,0,6.87,373.67,19.33,0.09,3.33,11.68,162.36,0.27,0.07,0.53,4.85,0.92
Image1115,1,8.08,944.77,30.74,0.01,4.37,20.17,365.77,0.06,0.00,0.28,9.78,0.92
Image1116,0,32.21,2604.35,51.03,0.06,2.02,4.38,423.66,0.21,0.04,0.50,6.50,0.94
Image1117,0,9.70,883.85,29.73,0.07,3.50,12.70,328.30,0.23,0.05,0.46,7.52,0.93
Image1118,0,7.29,663.69,25.76,0.11,3.97,16.27,322.09,0.29,0.08,0.49,7.32,0.94
Image1119,1,12.58,945.63,30.75,0.01,3.40,13.41,104.65,0.07,0.01,0.40,5.38,0.97
Image1120,0,14.11,553.29,23.52,0.06,2.15,5.05,87.37,0.22,0.05,0.57,3.66,0.94
Image1121,0,8.60,400.66,20.02,0.09,2.72,7.65,82.86,0.26,0.07,0.61,3.49,0.95
Image1122,1,12.73,1040.45,32.26,0.00,3.51,13.71,112.48,0.05,0.00,0.38,5.53,0.97
Image1123,1,13.73,933.56,30.55,0.01,3.28,12.92,110.33,0.09,0.01,0.44,5.18,0.96
Image1124,0,13.78,557.45,23.61,0.06,2.18,5.09,90.28,0.21,0.05,0.58,3.61,0.94
Image1125,0,7.57,363.85,19.07,0.09,2.91,8.75,88.60,0.26,0.07,0.60,3.69,0.94
Image1126,0,2.89,160.92,12.69,0.15,4.74,22.97,132.94,0.34,0.12,0.62,4.54,0.93
Image1127,1,7.18,1128.26,33.59,0.00,5.05,26.02,142.81,0.04,0.00,0.31,6.47,0.96
Image1128,1,19.95,2574.71,50.74,0.01,3.03,9.55,170.52,0.06,0.00,0.37,5.98,0.97
Image1129,0,9.41,908.54,30.14,0.11,3.62,13.49,274.97,0.29,0.08,0.52,6.43,0.95
Image1130,1,1.13,210.46,14.51,0.01,13.11,173.42,103.94,0.06,0.00,0.25,6.16,0.90
Image1131,1,20.41,2461.91,49.62,0.00,2.94,9.00,184.66,0.05,0.00,0.35,6.17,0.96
Image1132,1,20.47,2398.65,48.98,0.00,2.91,8.75,222.71,0.05,0.00,0.35,7.25,0.95
Image1133,1,7.02,913.63,30.23,0.00,4.60,21.47,51.34,0.06,0.00,0.36,4.30,0.90
Image1134,0,6.54,676.00,26.00,0.14,4.38,19.69,327.86,0.33,0.11,0.55,6.92,0.95
Image1135,0,18.19,1750.95,41.84,0.15,2.69,7.51,217.26,0.35,0.12,0.58,4.62,0.97
Image1136,1,7.23,1249.86,35.35,0.00,5.28,28.71,144.26,0.05,0.00,0.29,6.15,0.97
Image1137,1,10.06,1851.34,43.03,0.01,4.65,22.17,154.26,0.08,0.01,0.38,6.22,0.98
Image1138,1,0.24,34.85,5.90,0.01,24.86,621.47,68.65,0.09,0.01,0.24,6.02,0.71
Image1139,0,13.22,1402.55,37.45,0.14,3.18,10.36,208.68,0.33,0.11,0.59,4.33,0.97
Image1140,1,8.66,1562.35,39.53,0.01,4.96,25.27,143.44,0.07,0.00,0.30,6.30,0.98
Image1141,1,9.71,1766.40,42.03,0.01,4.71,22.70,174.59,0.08,0.01,0.37,6.72,0.98
Image1142,1,11.04,1808.65,42.53,0.01,4.22,18.26,263.69,0.10,0.01,0.39,5.80,0.97
Image1143,1,6.74,1142.62,33.80,0.01,5.35,29.33,206.48,0.08,0.01,0.35,5.48,0.97
Image1144,0,17.28,957.98,30.95,0.10,2.20,5.19,87.52,0.28,0.08,0.58,3.50,0.97
Image1145,1,1.86,193.95,13.93,0.00,7.95,65.27,51.08,0.06,0.00,0.30,4.92,0.96
Image1146,1,1.48,160.57,12.67,0.03,8.92,81.46,273.57,0.16,0.03,0.40,6.77,0.93
Image1147,0,16.01,883.68,29.73,0.10,2.27,5.45,84.05,0.29,0.08,0.58,3.37,0.97
Image1148,1,1.72,184.66,13.59,0.01,8.34,71.57,65.04,0.07,0.01,0.35,5.02,0.94
Image1149,1,8.96,731.95,27.05,0.01,3.52,13.11,82.43,0.08,0.01,0.44,3.51,0.96
Image1150,1,4.99,570.81,23.89,0.00,5.11,26.62,148.52,0.05,0.00,0.36,4.66,0.92
Image1151,1,5.77,646.18,25.42,0.01,4.78,23.57,147.72,0.06,0.00,0.37,4.93,0.94
Image1152,1,6.68,699.67,26.45,0.01,4.39,20.00,144.25,0.08,0.01,0.41,4.36,0.95
Image1153,0,6.51,445.16,21.10,0.24,3.65,13.76,66.24,0.44,0.20,0.65,3.02,0.98
Image1154,0,10.98,678.12,26.04,0.11,2.81,8.19,75.03,0.29,0.09,0.56,3.68,0.98
Image1155,0,13.95,808.72,28.44,0.13,2.41,6.13,81.04,0.32,0.10,0.59,3.30,0.97
Image1156,1,5.63,650.49,25.50,0.00,4.94,25.15,52.07,0.05,0.00,0.37,3.94,0.97
Image1157,0,7.49,498.73,22.33,0.20,3.38,11.86,76.59,0.41,0.16,0.63,3.31,0.98
Image1158,0,12.39,757.46,27.52,0.11,2.63,7.16,74.10,0.29,0.09,0.57,3.52,0.98
Image1159,0,15.63,861.69,29.35,0.11,2.27,5.46,76.30,0.29,0.09,0.58,3.32,0.97
Image1160,0,8.72,529.41,23.01,0.16,3.16,10.50,62.31,0.36,0.13,0.58,3.47,0.98
Image1161,0,12.83,735.95,27.13,0.11,2.60,7.16,66.87,0.29,0.09,0.55,3.65,0.98
Image1162,0,15.51,813.25,28.52,0.12,2.32,5.86,78.62,0.31,0.10,0.55,3.92,0.97
Image1163,0,10.26,601.56,24.53,0.12,2.91,8.91,59.62,0.30,0.09,0.57,3.35,0.98
Image1164,0,13.70,771.16,27.77,0.10,2.51,6.64,65.00,0.29,0.08,0.55,3.63,0.98
Image1165,0,10.24,546.20,23.37,0.14,2.75,7.99,68.68,0.34,0.11,0.58,3.38,0.97
Image1166,0,13.95,661.45,25.72,0.10,2.27,5.50,58.79,0.28,0.08,0.56,3.12,0.97
Image1167,0,5.76,291.96,17.09,0.10,3.42,12.12,120.35,0.27,0.08,0.53,4.68,0.93
Image1168,0,11.76,588.51,24.26,0.10,2.54,6.86,65.77,0.29,0.08,0.55,3.41,0.97
Image1169,0,14.39,659.72,25.69,0.13,2.20,5.27,60.74,0.32,0.10,0.58,3.07,0.97
Image1170,0,8.52,404.89,20.12,0.10,2.78,7.98,90.50,0.28,0.08,0.55,3.84,0.95
Image1171,0,4.49,235.14,15.33,0.10,3.89,15.64,135.17,0.28,0.08,0.53,4.94,0.92
Image1172,0,8.67,470.15,21.68,0.19,2.98,9.49,81.47,0.40,0.16,0.62,3.32,0.97
Image1173,0,13.53,692.60,26.32,0.12,2.37,5.97,82.40,0.31,0.10,0.57,3.51,0.97
Image1174,0,16.95,844.69,29.06,0.12,2.22,5.69,108.41,0.30,0.09,0.55,3.95,0.96
Image1175,1,12.29,976.55,31.25,0.00,3.29,11.97,92.68,0.05,0.00,0.36,4.95,0.96
Image1176,0,10.40,546.43,23.38,0.16,2.71,7.86,84.41,0.36,0.13,0.59,3.63,0.97
Image1177,0,14.15,724.49,26.92,0.11,2.32,5.75,82.97,0.30,0.09,0.57,3.58,0.97
Image1178,1,3.29,468.02,21.63,0.00,6.88,48.16,47.19,0.05,0.00,0.31,4.49,0.96
Image1179,1,6.66,761.91,27.60,0.00,4.64,22.56,81.49,0.05,0.00,0.37,4.50,0.97
Image1180,1,4.89,562.78,23.72,0.01,5.37,30.33,150.20,0.08,0.01,0.37,4.94,0.96
Image1181,1,1.80,223.43,14.95,0.03,8.69,77.44,404.33,0.15,0.02,0.39,6.70,0.92
Image1182,0,15.96,1120.54,33.47,0.12,2.55,6.87,109.59,0.31,0.10,0.55,4.09,0.98
Image1183,1,7.37,1167.12,34.16,0.00,4.96,25.05,108.19,0.04,0.00,0.34,4.66,0.93
Image1184,0,11.20,887.20,29.79,0.15,3.15,10.42,122.10,0.35,0.12,0.58,4.23,0.97
Image1185,0,17.58,1242.37,35.25,0.11,2.43,6.24,116.36,0.29,0.09,0.55,4.21,0.97
Image1186,0,11.39,891.49,29.86,0.08,3.05,9.63,250.64,0.25,0.06,0.53,5.34,0.94
Image1187,1,16.66,1605.39,40.07,0.00,3.00,9.48,173.65,0.03,0.00,0.31,6.97,0.96
Image1188,1,8.56,1066.48,32.66,0.00,4.42,20.36,331.98,0.04,0.00,0.32,8.42,0.96
Image1189,0,15.40,1252.94,35.40,0.13,2.74,7.86,226.92,0.32,0.10,0.54,5.86,0.96
Image1190,0,8.25,755.31,27.48,0.13,3.84,15.17,312.64,0.33,0.11,0.54,6.85,0.94
Image1191,0,14.57,1350.89,36.75,0.15,3.08,10.03,137.07,0.35,0.12,0.56,4.50,0.98
Image1192,1,23.25,2114.13,45.98,0.02,2.59,7.21,235.31,0.11,0.01,0.37,6.85,0.96
Image1193,0,13.49,1118.36,33.44,0.14,2.95,9.07,241.38,0.34,0.11,0.54,6.10,0.96
Image1194,1,5.71,467.14,21.61,0.00,4.63,23.44,101.27,0.04,0.00,0.33,5.42,0.96
Image1195,1,0.19,14.73,3.84,0.01,20.41,425.10,28.92,0.08,0.01,0.25,4.08,0.90
Image1196,1,12.82,643.70,25.37,0.02,2.78,8.91,91.22,0.12,0.02,0.43,4.66,0.95
Image1197,1,6.86,460.43,21.46,0.01,4.10,18.90,129.75,0.07,0.00,0.37,5.83,0.95
Image1198,1,4.79,409.74,20.24,0.00,5.03,27.69,53.59,0.04,0.00,0.31,4.52,0.97
Image1199,0,6.97,317.39,17.82,0.08,3.06,9.72,92.35,0.24,0.06,0.53,4.08,0.94
Image1200,0,3.35,168.59,12.98,0.13,4.40,20.26,106.56,0.33,0.11,0.58,3.75,0.93
Image1201,0,12.74,699.95,26.46,0.08,2.53,6.70,101.05,0.24,0.06,0.52,4.29,0.96
Image1202,0,8.47,511.28,22.61,0.07,3.12,10.05,134.82,0.23,0.06,0.49,5.29,0.94
Image1203,0,15.67,844.39,29.06,0.12,2.31,5.75,113.85,0.30,0.09,0.53,4.60,0.96
Image1204,0,11.54,647.85,25.45,0.08,2.66,7.34,101.88,0.26,0.07,0.52,4.34,0.96
Image1205,0,7.09,437.87,20.93,0.09,3.41,12.08,151.11,0.26,0.07,0.51,5.43,0.94
Image1206,1,26.52,2240.22,47.33,0.02,2.36,5.98,124.19,0.12,0.01,0.42,4.78,0.97
Image1207,1,22.98,2228.01,47.20,0.03,2.60,7.17,166.56,0.15,0.02,0.43,5.20,0.97
Image1208,1,25.42,2189.98,46.80,0.02,2.42,6.28,119.20,0.11,0.01,0.43,4.72,0.97
Image1209,0,16.50,1259.18,35.48,0.06,2.65,7.35,156.84,0.21,0.05,0.48,5.07,0.96
Image1210,1,9.94,842.13,29.02,0.01,3.37,11.78,87.82,0.06,0.00,0.34,4.84,0.94
Image1211,0,7.88,640.10,25.30,0.11,3.75,14.72,289.30,0.29,0.08,0.48,6.95,0.93
Image1212,1,11.04,1035.65,32.18,0.01,3.67,14.61,161.05,0.10,0.01,0.31,6.91,0.97
Image1213,1,11.29,1116.40,33.41,0.01,3.83,16.29,193.19,0.10,0.01,0.35,6.59,0.97
Image1214,1,10.68,816.47,28.57,0.00,3.22,10.89,92.83,0.05,0.00,0.36,5.01,0.94
Image1215,0,9.36,615.64,24.81,0.15,3.22,10.89,58.16,0.35,0.12,0.59,3.19,0.98
Image1216,1,4.71,533.91,23.11,0.00,5.55,32.63,167.72,0.03,0.00,0.25,7.79,0.95
Image1217,1,9.22,1025.31,32.02,0.00,4.36,20.84,161.69,0.03,0.00,0.30,6.59,0.97
Image1218,1,6.98,715.81,26.75,0.00,4.34,19.62,108.07,0.04,0.00,0.33,5.05,0.95
Image1219,0,4.13,275.16,16.59,0.16,4.56,21.50,159.68,0.37,0.13,0.57,5.04,0.94
Image1220,0,7.18,369.66,19.23,0.19,3.09,9.95,68.85,0.40,0.16,0.66,2.59,0.97
Image1221,0,12.16,627.90,25.06,0.11,2.50,6.69,111.62,0.30,0.09,0.59,3.32,0.95
Image1222,0,15.27,792.45,28.15,0.12,2.26,5.48,73.75,0.30,0.09,0.59,3.03,0.97
Image1223,1,3.27,550.29,23.46,0.00,7.58,58.80,63.81,0.05,0.00,0.32,5.19,0.97
Image1224,1,6.06,992.31,31.50,0.00,5.63,32.73,101.00,0.04,0.00,0.31,5.62,0.96
Image1225,1,5.39,888.18,29.80,0.01,5.98,37.05,222.63,0.07,0.00,0.32,6.65,0.96
Image1226,1,3.87,489.41,22.12,0.01,6.20,40.29,256.95,0.10,0.01,0.37,6.23,0.94
Image1227,0,8.48,661.89,25.73,0.09,3.39,11.77,232.94,0.26,0.07,0.57,4.60,0.94
Image1228,0,13.18,684.32,26.16,0.10,2.41,6.22,100.02,0.29,0.08,0.58,3.29,0.96
Image1229,0,16.16,834.99,28.90,0.12,2.21,5.26,75.11,0.30,0.09,0.58,3.04,0.97
Image1230,1,4.02,708.01,26.61,0.00,7.03,50.79,76.13,0.06,0.00,0.34,5.55,0.98
Image1231,1,5.92,982.12,31.34,0.00,5.70,33.48,132.96,0.04,0.00,0.30,5.79,0.96
Image1232,1,2.09,281.57,16.78,0.01,8.39,72.27,280.87,0.09,0.01,0.34,6.79,0.93
Image1233,0,21.29,1508.37,38.84,0.06,2.26,5.37,78.98,0.21,0.04,0.56,3.49,0.98
Image1234,0,15.89,1210.39,34.79,0.07,2.60,6.98,85.42,0.24,0.06,0.57,3.68,0.98
Image1235,0,10.04,846.84,29.10,0.07,3.27,10.85,86.60,0.24,0.06,0.55,4.14,0.98
Image1236,0,14.25,1123.45,33.52,0.08,2.74,7.70,80.55,0.24,0.06,0.58,3.64,0.98
Image1237,0,8.27,723.94,26.91,0.08,3.62,13.28,90.27,0.25,0.06,0.54,4.40,0.98
Image1238,0,7.99,487.69,22.08,0.19,3.24,10.96,80.75,0.39,0.15,0.63,3.18,0.97
Image1239,0,11.11,588.05,24.25,0.13,2.69,7.70,57.14,0.32,0.10,0.57,3.15,0.98
Image1240,0,14.63,766.07,27.68,0.14,2.35,5.99,85.69,0.33,0.11,0.57,3.83,0.97
Image1241,0,9.04,541.80,23.28,0.18,3.06,9.81,79.61,0.38,0.14,0.63,3.19,0.97
Image1242,0,11.92,619.35,24.89,0.12,2.58,7.10,58.66,0.31,0.10,0.56,3.22,0.98
Image1243,0,21.77,1355.58,36.82,0.06,2.10,4.68,125.37,0.22,0.05,0.53,4.15,0.97
Image1244,0,11.53,851.86,29.19,0.08,2.92,8.77,163.80,0.25,0.06,0.52,5.09,0.96
Image1245,0,9.79,749.04,27.37,0.08,3.19,10.44,193.25,0.25,0.06,0.51,5.58,0.95
Image1246,0,18.18,1072.68,32.75,0.08,2.25,5.45,133.79,0.25,0.06,0.53,4.49,0.96
Image1247,1,2.74,464.74,21.56,0.00,8.55,76.54,356.00,0.05,0.00,0.27,10.99,0.94
Image1248,0,11.46,768.35,27.72,0.18,2.85,8.60,130.36,0.38,0.15,0.61,4.15,0.97
Image1249,0,18.61,1103.96,33.23,0.07,2.25,5.41,124.91,0.24,0.06,0.51,4.56,0.96
Image1250,1,2.95,436.37,20.89,0.00,7.69,61.97,153.38,0.03,0.00,0.22,8.33,0.95
Image1251,0,22.40,1232.94,35.11,0.08,1.99,4.33,132.53,0.24,0.06,0.54,4.57,0.96
Image1252,1,2.46,429.32,20.72,0.02,8.98,83.44,639.60,0.13,0.02,0.34,11.80,0.94
Image1253,0,12.44,983.27,31.36,0.08,3.01,9.38,154.17,0.25,0.06,0.49,5.93,0.97
Image1254,0,13.96,1268.44,35.62,0.20,2.99,9.41,165.11,0.41,0.17,0.60,5.09,0.98
Image1255,1,13.71,1251.45,35.38,0.00,3.16,10.41,149.47,0.04,0.00,0.37,6.04,0.96
Image1256,1,11.54,1143.80,33.82,0.01,3.36,11.62,166.10,0.07,0.01,0.38,5.87,0.95
Image1257,1,6.86,709.18,26.63,0.00,4.23,18.24,131.98,0.05,0.00,0.34,6.26,0.84
Image1258,0,10.60,879.39,29.65,0.08,3.28,11.11,178.33,0.24,0.06,0.47,6.52,0.96
Image1259,1,24.65,1778.95,42.18,0.01,2.23,5.18,147.64,0.09,0.01,0.41,5.15,0.95
Image1260,1,18.44,1507.15,38.82,0.01,2.59,6.93,187.29,0.09,0.01,0.40,5.63,0.93
Image1261,0,8.23,583.45,24.15,0.11,3.34,11.54,150.39,0.30,0.09,0.57,4.14,0.96
Image1262,1,16.46,1371.35,37.03,0.01,2.74,7.80,179.28,0.09,0.01,0.40,5.80,0.94
Image1263,1,13.58,1201.84,34.67,0.00,3.05,9.59,189.77,0.04,0.00,0.35,6.34,0.90
Image1264,0,5.96,400.04,20.00,0.12,3.83,15.31,147.21,0.32,0.10,0.58,4.07,0.95
Image1265,1,7.76,1292.06,35.95,0.00,5.08,26.59,112.36,0.03,0.00,0.31,5.71,0.97
Image1266,0,15.92,884.00,29.73,0.07,2.28,5.43,95.23,0.23,0.05,0.55,3.26,0.96
Image1267,0,13.11,799.96,28.28,0.07,2.55,6.69,104.18,0.24,0.06,0.54,3.50,0.96
Image1268,0,8.38,574.09,23.96,0.09,3.20,10.49,126.74,0.26,0.07,0.53,3.97,0.96
Image1269,0,7.45,586.04,24.21,0.28,3.56,13.01,88.70,0.49,0.24,0.71,2.52,0.98
Image1270,1,3.10,343.81,18.54,0.10,6.54,44.96,322.98,0.28,0.08,0.51,6.17,0.95
Image1271,0,15.29,871.74,29.53,0.07,2.33,5.68,93.81,0.23,0.06,0.55,3.31,0.96
Image1272,0,11.91,750.55,27.40,0.07,2.68,7.38,112.52,0.24,0.06,0.53,3.66,0.96
Image1273,0,6.87,482.83,21.97,0.10,3.53,12.70,125.88,0.28,0.08,0.53,4.03,0.96
Image1274,0,12.70,961.44,31.01,0.19,2.86,8.57,142.82,0.40,0.16,0.61,3.97,0.97
Image1275,1,12.86,1682.53,41.02,0.00,3.87,16.02,186.95,0.05,0.00,0.31,6.72,0.97
Image1276,1,15.98,1819.64,42.66,0.00,3.60,14.23,163.32,0.04,0.00,0.36,6.14,0.98
Image1277,1,14.30,1599.20,39.99,0.00,3.91,17.13,151.72,0.05,0.00,0.40,5.59,0.98
Image1278,1,4.22,630.48,25.11,0.01,6.56,45.30,247.80,0.09,0.01,0.34,7.02,0.96
Image1279,1,15.90,1759.42,41.95,0.00,3.68,15.13,168.17,0.05,0.00,0.38,6.03,0.98
Image1280,1,12.39,1689.49,41.10,0.00,4.00,17.07,180.87,0.05,0.00,0.30,7.12,0.97
Image1281,1,12.85,1511.16,38.87,0.01,4.08,18.65,160.09,0.06,0.00,0.39,5.61,0.98
Image1282,1,1.99,262.64,16.21,0.00,8.61,76.81,253.71,0.06,0.00,0.25,7.66,0.92
Image1283,0,3.09,110.79,10.53,0.17,3.78,14.68,25.30,0.37,0.14,0.70,1.65,0.97
Image1284,0,5.60,177.63,13.33,0.14,2.79,8.18,34.32,0.33,0.11,0.67,2.02,0.96
Image1285,0,5.54,199.57,14.13,0.08,2.97,9.09,39.66,0.24,0.06,0.60,2.38,0.95
Image1286,0,3.41,119.49,10.93,0.24,3.57,13.11,24.58,0.44,0.20,0.73,1.55,0.97
Image1287,0,6.64,207.78,14.41,0.10,2.61,7.15,33.04,0.28,0.08,0.64,2.06,0.96
Image1288,0,4.53,169.42,13.02,0.09,3.30,11.24,44.82,0.27,0.07,0.60,2.59,0.95
Image1289,0,11.78,872.95,29.55,0.19,2.96,9.28,136.75,0.39,0.16,0.59,4.35,0.97
Image1290,0,22.21,1112.53,33.35,0.06,1.94,4.09,110.99,0.21,0.04,0.50,4.39,0.96
Image1291,0,20.53,1084.53,32.93,0.07,2.03,4.43,104.37,0.22,0.05,0.51,4.06,0.96
Image1292,0,17.58,1000.96,31.64,0.09,2.21,5.16,107.78,0.26,0.07,0.54,4.10,0.97
Image1293,0,12.90,787.37,28.06,0.09,2.58,6.93,144.08,0.27,0.07,0.52,4.86,0.95
Image1294,0,8.04,552.63,23.51,0.11,3.34,11.53,225.06,0.29,0.09,0.51,6.30,0.93
Image1295,0,21.64,1092.80,33.06,0.06,1.97,4.18,109.95,0.21,0.04,0.50,4.31,0.96
Image1296,0,23.23,1164.76,34.13,0.07,1.89,3.94,115.43,0.23,0.05,0.50,4.35,0.96
Image1297,0,19.95,1084.95,32.94,0.07,2.07,4.56,108.69,0.24,0.06,0.53,3.99,0.96
Image1298,0,16.22,940.74,30.67,0.09,2.30,5.58,120.00,0.27,0.07,0.53,4.32,0.96
Image1299,0,11.49,728.18,26.98,0.10,2.76,7.87,160.69,0.27,0.08,0.52,5.17,0.95
Image1300,0,6.41,451.59,21.25,0.11,3.77,14.71,261.53,0.29,0.09,0.49,6.98,0.92
Image1301,1,4.41,522.13,22.85,0.00,5.71,33.84,88.83,0.03,0.00,0.27,6.06,0.97
Image1302,1,2.69,336.15,18.33,0.00,7.12,51.59,30.01,0.04,0.00,0.30,3.82,0.96
Image1303,1,20.80,1514.72,38.92,0.01,2.50,6.62,198.98,0.07,0.01,0.40,5.70,0.95
Image1304,1,4.43,525.05,22.91,0.00,5.68,33.62,86.11,0.03,0.00,0.28,5.96,0.96
Image1305,1,10.04,694.49,26.35,0.00,3.42,13.18,121.57,0.04,0.00,0.35,5.37,0.93
Image1306,0,10.45,572.85,23.93,0.13,2.72,7.70,103.06,0.32,0.10,0.57,3.92,0.96
Image1307,0,5.13,295.93,17.20,0.13,3.90,15.82,112.85,0.33,0.11,0.57,4.23,0.95
Image1308,1,2.54,268.34,16.38,0.00,7.03,52.12,144.94,0.04,0.00,0.28,6.71,0.90
